时间,开盘,最高,最低,收盘,成交量,MACD.DIF,MACD.DEA,MACD.MACD
2024/10/15,1.0000,1.0000,1.0000,1.0000,0,0.000,0.000,0.000
2024/10/16,0.9999,0.9999,0.9999,0.9999,0,-0.000,-0.000,-0.000
2024/10/17,0.9996,0.9996,0.9996,0.9996,0,-0.000,-0.000,-0.000
2024/10/18,1.0014,1.0014,1.0014,1.0014,0,0.000,0.000,0.000
2024/10/21,1.0058,1.0058,1.0058,1.0058,0,0.001,0.000,0.001
2024/10/22,1.0100,1.0100,1.0100,1.0100,0,0.001,0.000,0.002
2024/10/23,1.0133,1.0133,1.0133,1.0133,0,0.002,0.001,0.003
2024/10/24,1.0085,1.0085,1.0085,1.0085,0,0.002,0.001,0.002
2024/10/25,1.0317,1.0317,1.0317,1.0317,0,0.004,0.002,0.005
2024/10/28,1.0510,1.0510,1.0510,1.0510,0,0.007,0.003,0.009
2024/10/29,1.0342,1.0342,1.0342,1.0342,0,0.008,0.004,0.009
2024/10/30,1.0418,1.0418,1.0418,1.0418,0,0.009,0.005,0.009
2024/10/31,1.0651,1.0651,1.0651,1.0651,0,0.012,0.006,0.012
2024/11/01,1.0452,1.0452,1.0452,1.0452,0,0.013,0.008,0.010
2024/11/04,1.0483,1.0483,1.0483,1.0483,0,0.013,0.009,0.009
2024/11/05,1.0624,1.0624,1.0624,1.0624,0,0.014,0.010,0.009
2024/11/06,1.0548,1.0548,1.0548,1.0548,0,0.015,0.011,0.008
2024/11/07,1.0528,1.0528,1.0528,1.0528,0,0.015,0.012,0.006
2024/11/08,1.0612,1.0612,1.0612,1.0612,0,0.015,0.012,0.005
2024/11/11,1.0934,1.0934,1.0934,1.0934,0,0.018,0.013,0.009
2024/11/12,1.0633,1.0633,1.0633,1.0633,0,0.017,0.014,0.006
2024/11/13,1.0636,1.0636,1.0636,1.0636,0,0.017,0.015,0.004
2024/11/14,1.0309,1.0309,1.0309,1.0309,0,0.013,0.014,-0.002
2024/11/15,0.9981,0.9981,0.9981,0.9981,0,0.008,0.013,-0.010
2024/11/18,0.9855,0.9855,0.9855,0.9855,0,0.003,0.011,-0.016
2024/11/19,1.0285,1.0285,1.0285,1.0285,0,0.002,0.009,-0.014
2024/11/20,1.0366,1.0366,1.0366,1.0366,0,0.002,0.008,-0.011
2024/11/21,1.0402,1.0402,1.0402,1.0402,0,0.003,0.007,-0.009
2024/11/22,1.0009,1.0009,1.0009,1.0009,0,-0.000,0.005,-0.012
2024/11/25,1.0112,1.0112,1.0112,1.0112,0,-0.002,0.004,-0.012
2024/11/26,0.9859,0.9859,0.9859,0.9859,0,-0.005,0.002,-0.014
2024/11/27,1.0002,1.0002,1.0002,1.0002,0,-0.006,0.000,-0.013
2024/11/28,1.0087,1.0087,1.0087,1.0087,0,-0.006,-0.001,-0.011
2024/11/29,1.0369,1.0369,1.0369,1.0369,0,-0.004,-0.002,-0.005
2024/12/02,1.0530,1.0530,1.0530,1.0530,0,-0.001,-0.002,0.000
2024/12/03,1.0463,1.0463,1.0463,1.0463,0,0.000,-0.001,0.003
2024/12/04,1.0460,1.0460,1.0460,1.0460,0,0.002,-0.001,0.005
2024/12/05,1.0634,1.0634,1.0634,1.0634,0,0.004,0.000,0.008
2024/12/06,1.0426,1.0426,1.0426,1.0426,0,0.005,0.001,0.007
2024/12/09,1.0513,1.0513,1.0513,1.0513,0,0.005,0.002,0.007
2024/12/10,1.0706,1.0706,1.0706,1.0706,0,0.008,0.003,0.009
2024/12/11,1.0659,1.0659,1.0659,1.0659,0,0.009,0.004,0.009
2024/12/12,1.0566,1.0566,1.0566,1.0566,0,0.009,0.005,0.007
2024/12/13,1.0360,1.0360,1.0360,1.0360,0,0.007,0.006,0.003
2024/12/16,1.0053,1.0053,1.0053,1.0053,0,0.003,0.005,-0.004
2024/12/17,0.9827,0.9827,0.9827,0.9827,0,-0.002,0.004,-0.011
2024/12/18,0.9899,0.9899,0.9899,0.9899,0,-0.005,0.002,-0.014
2024/12/19,0.9893,0.9893,0.9893,0.9893,0,-0.007,0.000,-0.015
2024/12/20,1.0063,1.0063,1.0063,1.0063,0,-0.008,-0.001,-0.013
2024/12/23,1.0026,1.0026,1.0026,1.0026,0,-0.008,-0.003,-0.011
2024/12/24,1.0117,1.0117,1.0117,1.0117,0,-0.008,-0.004,-0.008
2024/12/25,1.0120,1.0120,1.0120,1.0120,0,-0.008,-0.005,-0.006
2024/12/26,1.0204,1.0204,1.0204,1.0204,0,-0.007,-0.005,-0.003
2024/12/27,1.0226,1.0226,1.0226,1.0226,0,-0.006,-0.005,-0.001
2024/12/30,1.0153,1.0153,1.0153,1.0153,0,-0.005,-0.005,-0.000
2024/12/31,1.0050,1.0050,1.0050,1.0050,0,-0.006,-0.005,-0.001
2025/01/02,0.9996,0.9996,0.9996,0.9996,0,-0.006,-0.005,-0.002
2025/01/03,0.9812,0.9812,0.9812,0.9812,0,-0.008,-0.006,-0.005
2025/01/06,0.9746,0.9746,0.9746,0.9746,0,-0.010,-0.007,-0.007
2025/01/07,0.9931,0.9931,0.9931,0.9931,0,-0.010,-0.008,-0.006
2025/01/08,1.0136,1.0136,1.0136,1.0136,0,-0.009,-0.008,-0.002
2025/01/09,1.0278,1.0278,1.0278,1.0278,0,-0.006,-0.007,0.003
2025/01/10,1.0181,1.0181,1.0181,1.0181,0,-0.005,-0.007,0.005
2025/01/13,1.0142,1.0142,1.0142,1.0142,0,-0.004,-0.006,0.005
2025/01/14,1.0405,1.0405,1.0405,1.0405,0,-0.001,-0.005,0.008
2025/01/15,1.0439,1.0439,1.0439,1.0439,0,0.001,-0.004,0.011
2025/01/16,1.0364,1.0364,1.0364,1.0364,0,0.003,-0.003,0.011
2025/01/17,1.0392,1.0392,1.0392,1.0392,0,0.004,-0.001,0.010
2025/01/20,1.0487,1.0487,1.0487,1.0487,0,0.006,0.000,0.011
2025/01/21,1.0839,1.0839,1.0839,1.0839,0,0.010,0.002,0.015
2025/01/22,1.0880,1.0880,1.0880,1.0880,0,0.013,0.004,0.018
2025/01/23,1.0716,1.0716,1.0716,1.0716,0,0.014,0.006,0.016
2025/01/24,1.1001,1.1001,1.1001,1.1001,0,0.017,0.008,0.018
2025/01/27,1.0754,1.0754,1.0754,1.0754,0,0.017,0.010,0.015
2025/02/05,1.0880,1.0880,1.0880,1.0880,0,0.018,0.012,0.013
2025/02/06,1.1433,1.1433,1.1433,1.1433,0,0.023,0.014,0.019
2025/02/07,1.1642,1.1642,1.1642,1.1642,0,0.029,0.017,0.023
2025/02/10,1.1783,1.1783,1.1783,1.1783,0,0.034,0.020,0.027
2025/02/11,1.1885,1.1885,1.1885,1.1885,0,0.038,0.024,0.028
2025/02/12,1.2202,1.2202,1.2202,1.2202,0,0.043,0.028,0.031
2025/02/13,1.1921,1.1921,1.1921,1.1921,0,0.045,0.031,0.027
2025/02/14,1.1767,1.1767,1.1767,1.1767,0,0.044,0.034,0.021
2025/02/17,1.2129,1.2129,1.2129,1.2129,0,0.046,0.036,0.020
2025/02/18,1.2094,1.2094,1.2094,1.2094,0,0.047,0.039,0.017
2025/02/19,1.2952,1.2952,1.2952,1.2952,0,0.054,0.042,0.025
2025/02/20,1.3134,1.3134,1.3134,1.3134,0,0.060,0.045,0.030
2025/02/21,1.3460,1.3460,1.3460,1.3460,0,0.067,0.050,0.035
2025/02/24,1.3168,1.3168,1.3168,1.3168,0,0.069,0.054,0.031
2025/02/25,1.3303,1.3303,1.3303,1.3303,0,0.071,0.057,0.028
2025/02/26,1.3375,1.3375,1.3375,1.3375,0,0.073,0.060,0.025
2025/02/27,1.3071,1.3071,1.3071,1.3071,0,0.070,0.062,0.016
2025/02/28,1.2160,1.2160,1.2160,1.2160,0,0.061,0.062,-0.003
2025/03/03,1.2102,1.2102,1.2102,1.2102,0,0.052,0.060,-0.016
2025/03/04,1.2439,1.2439,1.2439,1.2439,0,0.047,0.057,-0.021
2025/03/05,1.2943,1.2943,1.2943,1.2943,0,0.047,0.055,-0.017
2025/03/06,1.3214,1.3214,1.3214,1.3214,0,0.048,0.054,-0.011
2025/03/07,1.3494,1.3494,1.3494,1.3494,0,0.051,0.053,-0.005
2025/03/10,1.3112,1.3112,1.3112,1.3112,0,0.050,0.053,-0.006
2025/03/11,1.3007,1.3007,1.3007,1.3007,0,0.047,0.051,-0.009
2025/03/12,1.3235,1.3235,1.3235,1.3235,0,0.046,0.050,-0.008
2025/03/13,1.2526,1.2526,1.2526,1.2526,0,0.040,0.048,-0.017
2025/03/14,1.2905,1.2905,1.2905,1.2905,0,0.037,0.046,-0.018
2025/03/17,1.3237,1.3237,1.3237,1.3237,0,0.037,0.044,-0.014
2025/03/18,1.3184,1.3184,1.3184,1.3184,0,0.036,0.043,-0.013
2025/03/19,1.3241,1.3241,1.3241,1.3241,0,0.036,0.041,-0.011
2025/03/20,1.3318,1.3318,1.3318,1.3318,0,0.035,0.040,-0.009
2025/03/21,1.2511,1.2511,1.2511,1.2511,0,0.028,0.038,-0.019
2025/03/24,1.2421,1.2421,1.2421,1.2421,0,0.022,0.035,-0.025
2025/03/25,1.2106,1.2106,1.2106,1.2106,0,0.014,0.030,-0.033
2025/03/26,1.2330,1.2330,1.2330,1.2330,0,0.009,0.026,-0.034
2025/03/27,1.2296,1.2296,1.2296,1.2296,0,0.005,0.022,-0.033
2025/03/28,1.2109,1.2109,1.2109,1.2109,0,0.001,0.018,-0.034
2025/03/31,1.1848,1.1848,1.1848,1.1848,0,-0.005,0.013,-0.036
2025/04/01,1.1729,1.1729,1.1729,1.1729,0,-0.010,0.009,-0.038
2025/04/02,1.1971,1.1971,1.1971,1.1971,0,-0.012,0.004,-0.034
2025/04/03,1.1684,1.1684,1.1684,1.1684,0,-0.016,0.000,-0.033
2025/04/07,1.0130,1.0130,1.0130,1.0130,0,-0.032,-0.006,-0.051
2025/04/08,0.9758,0.9758,0.9758,0.9758,0,-0.046,-0.014,-0.064
