时间,开盘,最高,最低,收盘,成交量,MACD.DIF,MACD.DEA,MACD.MACD
2024/04/30,1.0000,1.0000,1.0000,1.0000,0,0.000,0.000,0.000
2024/05/10,0.9967,0.9967,0.9967,0.9967,0,-0.000,-0.000,-0.000
2024/05/17,0.9959,0.9959,0.9959,0.9959,0,-0.001,-0.000,-0.001
2024/05/20,0.9958,0.9958,0.9958,0.9958,0,-0.001,-0.000,-0.001
2024/05/21,0.9950,0.9950,0.9950,0.9950,0,-0.001,-0.000,-0.001
2024/05/22,0.9955,0.9955,0.9955,0.9955,0,-0.001,-0.001,-0.001
2024/05/23,0.9943,0.9943,0.9943,0.9943,0,-0.001,-0.001,-0.001
2024/05/24,0.9915,0.9915,0.9915,0.9915,0,-0.002,-0.001,-0.001
2024/05/27,0.9960,0.9960,0.9960,0.9960,0,-0.002,-0.001,-0.001
2024/05/28,0.9958,0.9958,0.9958,0.9958,0,-0.001,-0.001,-0.001
2024/05/29,0.9943,0.9943,0.9943,0.9943,0,-0.001,-0.001,-0.001
2024/05/30,0.9954,0.9954,0.9954,0.9954,0,-0.001,-0.001,-0.000
2024/05/31,0.9953,0.9953,0.9953,0.9953,0,-0.001,-0.001,-0.000
2024/06/03,0.9971,0.9971,0.9971,0.9971,0,-0.001,-0.001,0.000
2024/06/04,0.9978,0.9978,0.9978,0.9978,0,-0.001,-0.001,0.001
2024/06/05,0.9981,0.9981,0.9981,0.9981,0,-0.001,-0.001,0.001
2024/06/06,0.9974,0.9974,0.9974,0.9974,0,-0.001,-0.001,0.001
2024/06/07,0.9963,0.9963,0.9963,0.9963,0,-0.001,-0.001,0.001
2024/06/11,1.0012,1.0012,1.0012,1.0012,0,-0.000,-0.001,0.001
2024/06/12,1.0004,1.0004,1.0004,1.0004,0,0.000,-0.001,0.001
2024/06/13,1.0013,1.0013,1.0013,1.0013,0,0.000,-0.000,0.002
2024/06/14,1.0007,1.0007,1.0007,1.0007,0,0.001,-0.000,0.001
2024/06/17,1.0029,1.0029,1.0029,1.0029,0,0.001,0.000,0.002
2024/06/18,1.0039,1.0039,1.0039,1.0039,0,0.001,0.000,0.002
2024/06/19,1.0026,1.0026,1.0026,1.0026,0,0.001,0.000,0.002
2024/06/20,1.0042,1.0042,1.0042,1.0042,0,0.001,0.001,0.002
2024/06/21,1.0038,1.0038,1.0038,1.0038,0,0.002,0.001,0.001
2024/06/24,0.9987,0.9987,0.9987,0.9987,0,0.001,0.001,0.001
2024/06/25,0.9928,0.9928,0.9928,0.9928,0,0.001,0.001,-0.001
2024/06/26,0.9985,0.9985,0.9985,0.9985,0,0.000,0.001,-0.001
2024/06/27,0.9957,0.9957,0.9957,0.9957,0,0.000,0.001,-0.001
2024/06/28,0.9971,0.9971,0.9971,0.9971,0,-0.000,0.000,-0.001
2024/06/30,0.9971,0.9971,0.9971,0.9971,0,-0.000,0.000,-0.001
2024/07/01,0.9959,0.9959,0.9959,0.9959,0,-0.000,0.000,-0.001
2024/07/02,0.9949,0.9949,0.9949,0.9949,0,-0.001,0.000,-0.001
2024/07/03,1.0003,1.0003,1.0003,1.0003,0,-0.000,-0.000,-0.001
2024/07/04,0.9950,0.9950,0.9950,0.9950,0,-0.001,-0.000,-0.001
2024/07/05,0.9947,0.9947,0.9947,0.9947,0,-0.001,-0.000,-0.001
2024/07/08,0.9924,0.9924,0.9924,0.9924,0,-0.001,-0.000,-0.001
2024/07/09,1.0029,1.0029,1.0029,1.0029,0,-0.000,-0.000,-0.000
2024/07/10,1.0009,1.0009,1.0009,1.0009,0,-0.000,-0.000,0.000
2024/07/11,1.0022,1.0022,1.0022,1.0022,0,0.000,-0.000,0.001
2024/07/12,1.0029,1.0029,1.0029,1.0029,0,0.001,-0.000,0.001
2024/07/15,1.0063,1.0063,1.0063,1.0063,0,0.001,0.000,0.002
2024/07/16,1.0255,1.0255,1.0255,1.0255,0,0.003,0.001,0.005
2024/07/17,1.0185,1.0185,1.0185,1.0185,0,0.004,0.001,0.005
2024/07/18,1.0290,1.0290,1.0290,1.0290,0,0.005,0.002,0.007
2024/07/19,1.0301,1.0301,1.0301,1.0301,0,0.007,0.003,0.007
2024/07/22,1.0283,1.0283,1.0283,1.0283,0,0.007,0.004,0.007
2024/07/23,1.0070,1.0070,1.0070,1.0070,0,0.006,0.004,0.004
2024/07/24,1.0019,1.0019,1.0019,1.0019,0,0.005,0.004,0.001
2024/07/25,0.9980,0.9980,0.9980,0.9980,0,0.003,0.004,-0.002
2024/07/26,1.0035,1.0035,1.0035,1.0035,0,0.002,0.004,-0.003
2024/07/29,1.0031,1.0031,1.0031,1.0031,0,0.002,0.003,-0.003
2024/07/30,1.0071,1.0071,1.0071,1.0071,0,0.002,0.003,-0.003
2024/07/31,1.0243,1.0243,1.0243,1.0243,0,0.003,0.003,-0.000
2024/08/01,1.0236,1.0236,1.0236,1.0236,0,0.004,0.003,0.001
2024/08/02,1.0171,1.0171,1.0171,1.0171,0,0.004,0.003,0.001
2024/08/05,1.0038,1.0038,1.0038,1.0038,0,0.003,0.003,-0.001
2024/08/06,1.0076,1.0076,1.0076,1.0076,0,0.002,0.003,-0.002
2024/08/07,1.0040,1.0040,1.0040,1.0040,0,0.001,0.003,-0.002
2024/08/08,1.0031,1.0031,1.0031,1.0031,0,0.001,0.002,-0.003
2024/08/09,1.0015,1.0015,1.0015,1.0015,0,0.000,0.002,-0.003
2024/08/12,0.9987,0.9987,0.9987,0.9987,0,-0.001,0.001,-0.004
2024/08/13,0.9996,0.9996,0.9996,0.9996,0,-0.001,0.001,-0.004
2024/08/14,0.9957,0.9957,0.9957,0.9957,0,-0.002,0.000,-0.004
2024/08/15,0.9985,0.9985,0.9985,0.9985,0,-0.002,-0.000,-0.004
2024/08/16,0.9997,0.9997,0.9997,0.9997,0,-0.002,-0.001,-0.003
2024/08/19,1.0002,1.0002,1.0002,1.0002,0,-0.002,-0.001,-0.003
2024/08/20,0.9943,0.9943,0.9943,0.9943,0,-0.003,-0.001,-0.003
2024/08/21,0.9968,0.9968,0.9968,0.9968,0,-0.003,-0.002,-0.003
2024/08/22,0.9929,0.9929,0.9929,0.9929,0,-0.003,-0.002,-0.003
2024/08/23,0.9905,0.9905,0.9905,0.9905,0,-0.004,-0.002,-0.003
2024/08/26,0.9898,0.9898,0.9898,0.9898,0,-0.004,-0.003,-0.003
2024/08/27,0.9855,0.9855,0.9855,0.9855,0,-0.005,-0.003,-0.003
2024/08/28,0.9850,0.9850,0.9850,0.9850,0,-0.005,-0.003,-0.003
2024/08/29,0.9893,0.9893,0.9893,0.9893,0,-0.005,-0.004,-0.003
2024/08/30,1.0032,1.0032,1.0032,1.0032,0,-0.004,-0.004,-0.000
2024/09/02,0.9931,0.9931,0.9931,0.9931,0,-0.004,-0.004,0.000
2024/09/03,0.9958,0.9958,0.9958,0.9958,0,-0.003,-0.004,0.001
2024/09/04,0.9953,0.9953,0.9953,0.9953,0,-0.003,-0.003,0.001
2024/09/05,0.9955,0.9955,0.9955,0.9955,0,-0.003,-0.003,0.001
2024/09/06,0.9919,0.9919,0.9919,0.9919,0,-0.003,-0.003,0.001
2024/09/09,0.9902,0.9902,0.9902,0.9902,0,-0.003,-0.003,0.001
2024/09/10,0.9951,0.9951,0.9951,0.9951,0,-0.002,-0.003,0.001
2024/09/11,0.9947,0.9947,0.9947,0.9947,0,-0.002,-0.003,0.001
2024/09/12,0.9888,0.9888,0.9888,0.9888,0,-0.002,-0.003,0.001
2024/09/13,0.9849,0.9849,0.9849,0.9849,0,-0.003,-0.003,-0.000
2024/09/18,0.9906,0.9906,0.9906,0.9906,0,-0.003,-0.003,-0.000
2024/09/19,0.9933,0.9933,0.9933,0.9933,0,-0.002,-0.003,0.000
2024/09/20,0.9947,0.9947,0.9947,0.9947,0,-0.002,-0.003,0.001
2024/09/23,0.9877,0.9877,0.9877,0.9877,0,-0.002,-0.003,0.000
2024/09/24,1.0008,1.0008,1.0008,1.0008,0,-0.001,-0.002,0.002
2024/09/25,1.0016,1.0016,1.0016,1.0016,0,-0.001,-0.002,0.003
2024/09/26,1.0116,1.0116,1.0116,1.0116,0,0.001,-0.001,0.004
2024/09/27,1.0425,1.0425,1.0425,1.0425,0,0.004,-0.000,0.009
2024/09/30,1.1124,1.1124,1.1124,1.1124,0,0.013,0.002,0.021
2024/10/08,1.1851,1.1851,1.1851,1.1851,0,0.025,0.007,0.036
2024/10/09,1.1655,1.1655,1.1655,1.1655,0,0.033,0.012,0.041
2024/10/10,1.1341,1.1341,1.1341,1.1341,0,0.036,0.017,0.038
2024/10/11,1.1000,1.1000,1.1000,1.1000,0,0.035,0.020,0.029
2024/10/14,1.1318,1.1318,1.1318,1.1318,0,0.037,0.024,0.026
2024/10/15,1.1255,1.1255,1.1255,1.1255,0,0.037,0.026,0.021
2024/10/16,1.1084,1.1084,1.1084,1.1084,0,0.036,0.028,0.015
2024/10/17,1.1131,1.1131,1.1131,1.1131,0,0.034,0.029,0.010
2024/10/18,1.1783,1.1783,1.1783,1.1783,0,0.038,0.031,0.014
2024/10/21,1.1930,1.1930,1.1930,1.1930,0,0.042,0.033,0.017
2024/10/22,1.1832,1.1832,1.1832,1.1832,0,0.044,0.035,0.016
